Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
southern-league-premier-south,,Basingstoke Town,Bath City,1,1,D
southern-league-premier-south,,Basingstoke Town,Bracknell Town,2,1,H
southern-league-premier-south,,Basingstoke Town,Evesham United,2,4,A
southern-league-premier-south,,Bath City,Hanworth Villa,1,0,H
southern-league-premier-south,,Bath City,Plymouth Parkway,1,1,D
southern-league-premier-south,,Bath City,Uxbridge,1,2,A
southern-league-premier-south,,Berkhamsted,Hanwell Town,1,0,H
southern-league-premier-south,,Berkhamsted,Havant & Waterlooville,2,0,H
southern-league-premier-south,,Berkhamsted,Poole Town,2,3,A
southern-league-premier-south,,Bracknell Town,Gloucester City,3,2,H
southern-league-premier-south,,Bracknell Town,Malvern Town,0,0,D
southern-league-premier-south,,Bracknell Town,Sholing,3,1,H
southern-league-premier-south,,Chertsey Town,Berkhamsted,4,1,H
southern-league-premier-south,,Chertsey Town,Frome Town,1,2,A
southern-league-premier-south,,Chertsey Town,Yate Town,1,1,D
southern-league-premier-south,,Chichester City,Chippenham Town,4,0,H
southern-league-premier-south,,Chichester City,Havant & Waterlooville,3,2,H
southern-league-premier-south,,Chichester City,Poole Town,1,2,A
southern-league-premier-south,,Chippenham Town,Berkhamsted,1,2,A
southern-league-premier-south,,Chippenham Town,Plymouth Parkway,3,2,H
southern-league-premier-south,,Chippenham Town,Yate Town,1,1,D
southern-league-premier-south,,Evesham United,Chichester City,3,0,H
southern-league-premier-south,,Evesham United,Frome Town,0,4,A
southern-league-premier-south,,Evesham United,Plymouth Parkway,1,3,A
southern-league-premier-south,,Frome Town,Bath City,1,0,H
southern-league-premier-south,,Frome Town,Gosport Borough,1,2,A
southern-league-premier-south,,Frome Town,Wimborne Town,2,0,H
southern-league-premier-south,,Gloucester City,Chertsey Town,0,1,A
southern-league-premier-south,,Gloucester City,Evesham United,1,2,A
southern-league-premier-south,,Gloucester City,Hanwell Town,1,0,H
southern-league-premier-south,,Gosport Borough,Hanworth Villa,0,1,A
southern-league-premier-south,,Gosport Borough,Malvern Town,4,2,H
southern-league-premier-south,,Gosport Borough,Uxbridge,1,1,D
southern-league-premier-south,,Hanwell Town,Basingstoke Town,2,1,H
southern-league-premier-south,,Hanwell Town,Chichester City,0,2,A
southern-league-premier-south,,Hanwell Town,Sholing,0,0,D
southern-league-premier-south,,Hanworth Villa,Chertsey Town,4,1,H
southern-league-premier-south,,Hanworth Villa,Evesham United,4,1,H
southern-league-premier-south,,Hanworth Villa,Taunton Town,2,0,H
southern-league-premier-south,,Havant & Waterlooville,Frome Town,1,0,H
southern-league-premier-south,,Havant & Waterlooville,Gloucester City,3,3,D
southern-league-premier-south,,Havant & Waterlooville,Uxbridge,0,2,A
southern-league-premier-south,,Malvern Town,Chippenham Town,1,2,A
southern-league-premier-south,,Malvern Town,Hanwell Town,2,2,D
southern-league-premier-south,,Malvern Town,Wimborne Town,0,3,A
southern-league-premier-south,,Plymouth Parkway,Bracknell Town,7,0,H
southern-league-premier-south,,Plymouth Parkway,Havant & Waterlooville,2,1,H
southern-league-premier-south,,Plymouth Parkway,Poole Town,2,0,H
southern-league-premier-south,,Poole Town,Basingstoke Town,0,2,A
southern-league-premier-south,,Poole Town,Sholing,0,1,A
southern-league-premier-south,,Poole Town,Yate Town,2,1,H
southern-league-premier-south,,Sholing,Bath City,1,2,A
southern-league-premier-south,,Sholing,Chertsey Town,2,4,A
southern-league-premier-south,,Sholing,Gosport Borough,1,0,H
southern-league-premier-south,,Taunton Town,Basingstoke Town,4,3,H
southern-league-premier-south,,Taunton Town,Berkhamsted,2,1,H
southern-league-premier-south,,Taunton Town,Malvern Town,5,2,H
southern-league-premier-south,,Uxbridge,Chippenham Town,2,0,H
southern-league-premier-south,,Uxbridge,Taunton Town,5,4,H
southern-league-premier-south,,Uxbridge,Wimborne Town,0,0,D
southern-league-premier-south,,Wimborne Town,Chichester City,0,1,A
southern-league-premier-south,,Wimborne Town,Gloucester City,1,1,D
southern-league-premier-south,,Wimborne Town,Hanworth Villa,0,0,D
southern-league-premier-south,,Yate Town,Bracknell Town,2,1,H
southern-league-premier-south,,Yate Town,Gosport Borough,1,0,H
southern-league-premier-south,,Yate Town,Taunton Town,1,4,A
