Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
national-league-north,,Alfreton Town,Banbury United,2,0,H
national-league-north,,Alfreton Town,Bishop's Stortford,3,0,H
national-league-north,,Alfreton Town,Blyth Spartans,3,0,H
national-league-north,,Alfreton Town,Boston United,4,0,H
national-league-north,,Alfreton Town,Brackley Town,0,1,A
national-league-north,,Alfreton Town,Buxton,2,1,H
national-league-north,,Alfreton Town,Chester,1,1,D
national-league-north,,Alfreton Town,Chorley,2,0,H
national-league-north,,Alfreton Town,Curzon Ashton,0,0,D
national-league-north,,Alfreton Town,Darlington,2,3,A
national-league-north,,Alfreton Town,Farsley Celtic,2,0,H
national-league-north,,Alfreton Town,Gloucester City,3,0,H
national-league-north,,Alfreton Town,Hereford,3,1,H
national-league-north,,Alfreton Town,King's Lynn Town,1,1,D
national-league-north,,Alfreton Town,Peterborough Sports,2,1,H
national-league-north,,Alfreton Town,Rushall Olympic,1,0,H
national-league-north,,Alfreton Town,Scarborough Athletic,1,3,A
national-league-north,,Alfreton Town,Scunthorpe United,2,2,D
national-league-north,,Alfreton Town,Southport,3,1,H
national-league-north,,Alfreton Town,South Shields,1,0,H
national-league-north,,Alfreton Town,Spennymoor Town,2,1,H
national-league-north,,Alfreton Town,Tamworth,0,0,D
national-league-north,,Alfreton Town,Warrington Town,1,1,D
national-league-north,,Banbury United,Alfreton Town,0,0,D
national-league-north,,Banbury United,Bishop's Stortford,2,2,D
national-league-north,,Banbury United,Blyth Spartans,0,0,D
national-league-north,,Banbury United,Boston United,0,1,A
national-league-north,,Banbury United,Brackley Town,0,1,A
national-league-north,,Banbury United,Buxton,0,3,A
national-league-north,,Banbury United,Chester,1,0,H
national-league-north,,Banbury United,Chorley,1,4,A
national-league-north,,Banbury United,Curzon Ashton,0,1,A
national-league-north,,Banbury United,Darlington,2,1,H
national-league-north,,Banbury United,Farsley Celtic,1,1,D
national-league-north,,Banbury United,Gloucester City,1,2,A
national-league-north,,Banbury United,Hereford,1,2,A
national-league-north,,Banbury United,King's Lynn Town,1,1,D
national-league-north,,Banbury United,Peterborough Sports,0,3,A
national-league-north,,Banbury United,Rushall Olympic,1,2,A
national-league-north,,Banbury United,Scarborough Athletic,1,0,H
national-league-north,,Banbury United,Scunthorpe United,0,2,A
national-league-north,,Banbury United,Southport,0,1,A
national-league-north,,Banbury United,South Shields,0,3,A
national-league-north,,Banbury United,Spennymoor Town,0,3,A
national-league-north,,Banbury United,Tamworth,0,3,A
national-league-north,,Banbury United,Warrington Town,3,0,H
national-league-north,,Bishop's Stortford,Alfreton Town,0,4,A
national-league-north,,Bishop's Stortford,Banbury United,3,1,H
national-league-north,,Bishop's Stortford,Blyth Spartans,1,3,A
national-league-north,,Bishop's Stortford,Boston United,1,0,H
national-league-north,,Bishop's Stortford,Brackley Town,1,2,A
national-league-north,,Bishop's Stortford,Buxton,3,1,H
national-league-north,,Bishop's Stortford,Chester,2,0,H
national-league-north,,Bishop's Stortford,Chorley,1,4,A
national-league-north,,Bishop's Stortford,Curzon Ashton,0,0,D
national-league-north,,Bishop's Stortford,Darlington,1,0,H
national-league-north,,Bishop's Stortford,Farsley Celtic,0,1,A
national-league-north,,Bishop's Stortford,Gloucester City,1,4,A
national-league-north,,Bishop's Stortford,Hereford,0,1,A
national-league-north,,Bishop's Stortford,King's Lynn Town,0,2,A
national-league-north,,Bishop's Stortford,Peterborough Sports,0,2,A
national-league-north,,Bishop's Stortford,Rushall Olympic,1,4,A
national-league-north,,Bishop's Stortford,Scarborough Athletic,0,2,A
national-league-north,,Bishop's Stortford,Scunthorpe United,0,5,A
national-league-north,,Bishop's Stortford,Southport,2,3,A
national-league-north,,Bishop's Stortford,South Shields,2,3,A
national-league-north,,Bishop's Stortford,Spennymoor Town,0,1,A
national-league-north,,Bishop's Stortford,Tamworth,1,2,A
national-league-north,,Bishop's Stortford,Warrington Town,1,4,A
national-league-north,,Blyth Spartans,Alfreton Town,1,3,A
national-league-north,,Blyth Spartans,Banbury United,2,2,D
national-league-north,,Blyth Spartans,Bishop's Stortford,3,0,H
national-league-north,,Blyth Spartans,Boston United,2,2,D
national-league-north,,Blyth Spartans,Brackley Town,1,5,A
national-league-north,,Blyth Spartans,Buxton,3,2,H
national-league-north,,Blyth Spartans,Chester,2,2,D
national-league-north,,Blyth Spartans,Chorley,1,1,D
national-league-north,,Blyth Spartans,Curzon Ashton,2,3,A
national-league-north,,Blyth Spartans,Darlington,1,2,A
national-league-north,,Blyth Spartans,Farsley Celtic,4,0,H
national-league-north,,Blyth Spartans,Gloucester City,4,2,H
national-league-north,,Blyth Spartans,Hereford,2,1,H
national-league-north,,Blyth Spartans,King's Lynn Town,0,1,A
national-league-north,,Blyth Spartans,Peterborough Sports,2,3,A
national-league-north,,Blyth Spartans,Rushall Olympic,1,2,A
national-league-north,,Blyth Spartans,Scarborough Athletic,0,1,A
national-league-north,,Blyth Spartans,Scunthorpe United,1,1,D
national-league-north,,Blyth Spartans,Southport,3,3,D
national-league-north,,Blyth Spartans,South Shields,2,1,H
national-league-north,,Blyth Spartans,Spennymoor Town,2,0,H
national-league-north,,Blyth Spartans,Tamworth,0,1,A
national-league-north,,Blyth Spartans,Warrington Town,1,2,A
