Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
isthmian-league-premier,,Bishop's Stortford,Bognor Regis Town,3,1,H
isthmian-league-premier,,Bishop's Stortford,Bowers & Pitsea,2,2,D
isthmian-league-premier,,Bishop's Stortford,Brightlingsea Regent,5,0,H
isthmian-league-premier,,Bishop's Stortford,Carshalton Athletic,1,1,D
isthmian-league-premier,,Bishop's Stortford,Cheshunt,3,1,H
isthmian-league-premier,,Bishop's Stortford,Corinthian-Casuals,3,3,D
isthmian-league-premier,,Bishop's Stortford,Cray Wanderers,3,1,H
isthmian-league-premier,,Bishop's Stortford,East Thurrock United,4,1,H
isthmian-league-premier,,Bishop's Stortford,Enfield Town,2,1,H
isthmian-league-premier,,Bishop's Stortford,Folkestone Invicta,3,0,H
isthmian-league-premier,,Bishop's Stortford,Haringey Borough,1,1,D
isthmian-league-premier,,Bishop's Stortford,Hornchurch,1,0,H
isthmian-league-premier,,Bishop's Stortford,Horsham,0,0,D
isthmian-league-premier,,Bishop's Stortford,Kingstonian,2,5,A
isthmian-league-premier,,Bishop's Stortford,Leatherhead,7,0,H
isthmian-league-premier,,Bishop's Stortford,Lewes,1,1,D
isthmian-league-premier,,Bishop's Stortford,Margate,1,0,H
isthmian-league-premier,,Bishop's Stortford,Merstham,6,0,H
isthmian-league-premier,,Bishop's Stortford,Potters Bar Town,3,0,H
isthmian-league-premier,,Bishop's Stortford,Wingate & Finchley,3,1,H
isthmian-league-premier,,Bishop's Stortford,Worthing,3,0,H
isthmian-league-premier,,Bognor Regis Town,Bishop's Stortford,0,0,D
isthmian-league-premier,,Bognor Regis Town,Bowers & Pitsea,0,2,A
isthmian-league-premier,,Bognor Regis Town,Brightlingsea Regent,2,1,H
isthmian-league-premier,,Bognor Regis Town,Carshalton Athletic,1,0,H
isthmian-league-premier,,Bognor Regis Town,Cheshunt,0,2,A
isthmian-league-premier,,Bognor Regis Town,Corinthian-Casuals,3,2,H
isthmian-league-premier,,Bognor Regis Town,Cray Wanderers,2,3,A
isthmian-league-premier,,Bognor Regis Town,East Thurrock United,1,1,D
isthmian-league-premier,,Bognor Regis Town,Enfield Town,2,2,D
isthmian-league-premier,,Bognor Regis Town,Folkestone Invicta,2,4,A
isthmian-league-premier,,Bognor Regis Town,Haringey Borough,1,2,A
isthmian-league-premier,,Bognor Regis Town,Hornchurch,1,2,A
isthmian-league-premier,,Bognor Regis Town,Horsham,2,2,D
isthmian-league-premier,,Bognor Regis Town,Kingstonian,1,1,D
isthmian-league-premier,,Bognor Regis Town,Leatherhead,3,2,H
isthmian-league-premier,,Bognor Regis Town,Lewes,1,0,H
isthmian-league-premier,,Bognor Regis Town,Margate,4,1,H
isthmian-league-premier,,Bognor Regis Town,Merstham,2,1,H
isthmian-league-premier,,Bognor Regis Town,Potters Bar Town,2,0,H
isthmian-league-premier,,Bognor Regis Town,Wingate & Finchley,2,2,D
isthmian-league-premier,,Bognor Regis Town,Worthing,1,3,A
isthmian-league-premier,,Bowers & Pitsea,Bishop's Stortford,1,3,A
isthmian-league-premier,,Bowers & Pitsea,Bognor Regis Town,0,0,D
isthmian-league-premier,,Bowers & Pitsea,Brightlingsea Regent,3,1,H
isthmian-league-premier,,Bowers & Pitsea,Carshalton Athletic,0,1,A
isthmian-league-premier,,Bowers & Pitsea,Cheshunt,0,3,A
isthmian-league-premier,,Bowers & Pitsea,Corinthian-Casuals,1,2,A
isthmian-league-premier,,Bowers & Pitsea,Cray Wanderers,1,1,D
isthmian-league-premier,,Bowers & Pitsea,East Thurrock United,1,2,A
isthmian-league-premier,,Bowers & Pitsea,Enfield Town,1,4,A
isthmian-league-premier,,Bowers & Pitsea,Folkestone Invicta,2,3,A
isthmian-league-premier,,Bowers & Pitsea,Haringey Borough,2,1,H
isthmian-league-premier,,Bowers & Pitsea,Hornchurch,2,1,H
isthmian-league-premier,,Bowers & Pitsea,Horsham,1,0,H
isthmian-league-premier,,Bowers & Pitsea,Kingstonian,0,1,A
isthmian-league-premier,,Bowers & Pitsea,Leatherhead,2,3,A
isthmian-league-premier,,Bowers & Pitsea,Lewes,1,3,A
isthmian-league-premier,,Bowers & Pitsea,Margate,2,4,A
isthmian-league-premier,,Bowers & Pitsea,Merstham,0,1,A
isthmian-league-premier,,Bowers & Pitsea,Potters Bar Town,0,1,A
isthmian-league-premier,,Bowers & Pitsea,Wingate & Finchley,3,1,H
isthmian-league-premier,,Bowers & Pitsea,Worthing,0,2,A
isthmian-league-premier,,Brightlingsea Regent,Bishop's Stortford,1,4,A
isthmian-league-premier,,Brightlingsea Regent,Bognor Regis Town,0,5,A
isthmian-league-premier,,Brightlingsea Regent,Bowers & Pitsea,2,3,A
isthmian-league-premier,,Brightlingsea Regent,Carshalton Athletic,0,0,D
isthmian-league-premier,,Brightlingsea Regent,Cheshunt,1,2,A
isthmian-league-premier,,Brightlingsea Regent,Corinthian-Casuals,0,1,A
isthmian-league-premier,,Brightlingsea Regent,Cray Wanderers,1,0,H
isthmian-league-premier,,Brightlingsea Regent,East Thurrock United,2,1,H
isthmian-league-premier,,Brightlingsea Regent,Enfield Town,2,1,H
isthmian-league-premier,,Brightlingsea Regent,Folkestone Invicta,2,2,D
isthmian-league-premier,,Brightlingsea Regent,Haringey Borough,3,0,H
isthmian-league-premier,,Brightlingsea Regent,Hornchurch,1,5,A
isthmian-league-premier,,Brightlingsea Regent,Horsham,0,6,A
isthmian-league-premier,,Brightlingsea Regent,Kingstonian,2,4,A
isthmian-league-premier,,Brightlingsea Regent,Leatherhead,1,0,H
isthmian-league-premier,,Brightlingsea Regent,Lewes,0,4,A
isthmian-league-premier,,Brightlingsea Regent,Margate,1,2,A
isthmian-league-premier,,Brightlingsea Regent,Merstham,2,0,H
isthmian-league-premier,,Brightlingsea Regent,Potters Bar Town,2,0,H
isthmian-league-premier,,Brightlingsea Regent,Wingate & Finchley,1,3,A
isthmian-league-premier,,Brightlingsea Regent,Worthing,0,3,A
isthmian-league-premier,,Carshalton Athletic,Bishop's Stortford,2,0,H
isthmian-league-premier,,Carshalton Athletic,Bognor Regis Town,0,1,A
isthmian-league-premier,,Carshalton Athletic,Bowers & Pitsea,0,0,D
isthmian-league-premier,,Carshalton Athletic,Brightlingsea Regent,6,1,H
isthmian-league-premier,,Carshalton Athletic,Cheshunt,2,1,H
isthmian-league-premier,,Carshalton Athletic,Corinthian-Casuals,1,2,A
isthmian-league-premier,,Carshalton Athletic,Cray Wanderers,1,3,A
isthmian-league-premier,,Carshalton Athletic,East Thurrock United,4,1,H
isthmian-league-premier,,Carshalton Athletic,Enfield Town,2,4,A
isthmian-league-premier,,Carshalton Athletic,Folkestone Invicta,5,0,H
isthmian-league-premier,,Carshalton Athletic,Haringey Borough,3,0,H
isthmian-league-premier,,Carshalton Athletic,Hornchurch,0,1,A
isthmian-league-premier,,Carshalton Athletic,Horsham,0,1,A
isthmian-league-premier,,Carshalton Athletic,Kingstonian,1,0,H
isthmian-league-premier,,Carshalton Athletic,Leatherhead,3,3,D
isthmian-league-premier,,Carshalton Athletic,Lewes,1,2,A
isthmian-league-premier,,Carshalton Athletic,Margate,0,0,D
isthmian-league-premier,,Carshalton Athletic,Merstham,3,1,H
isthmian-league-premier,,Carshalton Athletic,Potters Bar Town,2,3,A
isthmian-league-premier,,Carshalton Athletic,Wingate & Finchley,2,0,H
isthmian-league-premier,,Carshalton Athletic,Worthing,2,1,H
isthmian-league-premier,,Cheshunt,Bishop's Stortford,1,0,H
isthmian-league-premier,,Cheshunt,Bognor Regis Town,0,1,A
isthmian-league-premier,,Cheshunt,Bowers & Pitsea,0,1,A
isthmian-league-premier,,Cheshunt,Brightlingsea Regent,3,1,H
isthmian-league-premier,,Cheshunt,Carshalton Athletic,1,3,A
isthmian-league-premier,,Cheshunt,Corinthian-Casuals,5,1,H
isthmian-league-premier,,Cheshunt,Cray Wanderers,4,0,H
isthmian-league-premier,,Cheshunt,East Thurrock United,3,0,H
isthmian-league-premier,,Cheshunt,Enfield Town,2,1,H
isthmian-league-premier,,Cheshunt,Folkestone Invicta,0,0,D
isthmian-league-premier,,Cheshunt,Haringey Borough,1,1,D
isthmian-league-premier,,Cheshunt,Hornchurch,1,2,A
isthmian-league-premier,,Cheshunt,Horsham,1,2,A
isthmian-league-premier,,Cheshunt,Kingstonian,1,0,H
isthmian-league-premier,,Cheshunt,Leatherhead,1,0,H
isthmian-league-premier,,Cheshunt,Lewes,2,2,D
isthmian-league-premier,,Cheshunt,Margate,1,1,D
isthmian-league-premier,,Cheshunt,Merstham,0,1,A
isthmian-league-premier,,Cheshunt,Potters Bar Town,1,1,D
isthmian-league-premier,,Cheshunt,Wingate & Finchley,3,0,H
isthmian-league-premier,,Cheshunt,Worthing,1,2,A
isthmian-league-premier,,Corinthian-Casuals,Bishop's Stortford,0,2,A
isthmian-league-premier,,Corinthian-Casuals,Bognor Regis Town,0,0,D
isthmian-league-premier,,Corinthian-Casuals,Bowers & Pitsea,0,3,A
isthmian-league-premier,,Corinthian-Casuals,Brightlingsea Regent,0,0,D
isthmian-league-premier,,Corinthian-Casuals,Carshalton Athletic,2,1,H
isthmian-league-premier,,Corinthian-Casuals,Cheshunt,1,1,D
isthmian-league-premier,,Corinthian-Casuals,Cray Wanderers,4,0,H
isthmian-league-premier,,Corinthian-Casuals,East Thurrock United,1,2,A
isthmian-league-premier,,Corinthian-Casuals,Enfield Town,1,2,A
isthmian-league-premier,,Corinthian-Casuals,Folkestone Invicta,0,1,A
isthmian-league-premier,,Corinthian-Casuals,Haringey Borough,0,0,D
isthmian-league-premier,,Corinthian-Casuals,Hornchurch,1,0,H
isthmian-league-premier,,Corinthian-Casuals,Horsham,0,3,A
isthmian-league-premier,,Corinthian-Casuals,Kingstonian,0,1,A
isthmian-league-premier,,Corinthian-Casuals,Leatherhead,1,2,A
isthmian-league-premier,,Corinthian-Casuals,Lewes,0,0,D
isthmian-league-premier,,Corinthian-Casuals,Margate,3,1,H
isthmian-league-premier,,Corinthian-Casuals,Merstham,0,3,A
isthmian-league-premier,,Corinthian-Casuals,Potters Bar Town,4,1,H
isthmian-league-premier,,Corinthian-Casuals,Wingate & Finchley,1,1,D
isthmian-league-premier,,Corinthian-Casuals,Worthing,1,1,D
isthmian-league-premier,,Cray Wanderers,Bishop's Stortford,0,1,A
isthmian-league-premier,,Cray Wanderers,Bognor Regis Town,0,1,A
isthmian-league-premier,,Cray Wanderers,Bowers & Pitsea,3,4,A
isthmian-league-premier,,Cray Wanderers,Brightlingsea Regent,0,2,A
isthmian-league-premier,,Cray Wanderers,Carshalton Athletic,5,4,H
isthmian-league-premier,,Cray Wanderers,Cheshunt,1,1,D
isthmian-league-premier,,Cray Wanderers,Corinthian-Casuals,1,2,A
isthmian-league-premier,,Cray Wanderers,East Thurrock United,4,1,H
isthmian-league-premier,,Cray Wanderers,Enfield Town,4,4,D
isthmian-league-premier,,Cray Wanderers,Folkestone Invicta,2,2,D
isthmian-league-premier,,Cray Wanderers,Haringey Borough,1,2,A
isthmian-league-premier,,Cray Wanderers,Hornchurch,0,5,A
isthmian-league-premier,,Cray Wanderers,Horsham,3,1,H
isthmian-league-premier,,Cray Wanderers,Kingstonian,1,2,A
isthmian-league-premier,,Cray Wanderers,Leatherhead,0,0,D
isthmian-league-premier,,Cray Wanderers,Lewes,3,1,H
isthmian-league-premier,,Cray Wanderers,Margate,2,3,A
isthmian-league-premier,,Cray Wanderers,Merstham,3,0,H
isthmian-league-premier,,Cray Wanderers,Potters Bar Town,0,1,A
