Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
isthmian-league-premier,,Aveley,Billericay Town,3,3,D
isthmian-league-premier,,Aveley,Brentwood Town,1,1,D
isthmian-league-premier,,Aveley,Burgess Hill Town,3,3,D
isthmian-league-premier,,Aveley,Canvey Island,3,1,H
isthmian-league-premier,,Aveley,Carshalton Athletic,0,0,D
isthmian-league-premier,,Aveley,Chatham Town,0,2,A
isthmian-league-premier,,Aveley,Cheshunt,3,0,H
isthmian-league-premier,,Aveley,Chichester City,2,2,D
isthmian-league-premier,,Aveley,Cray Valley Paper Mills,3,0,H
isthmian-league-premier,,Aveley,Cray Wanderers,2,3,A
isthmian-league-premier,,Aveley,Dartford,1,1,D
isthmian-league-premier,,Aveley,Dulwich Hamlet,2,1,H
isthmian-league-premier,,Aveley,Folkestone Invicta,2,5,A
isthmian-league-premier,,Aveley,Hashtag United,3,1,H
isthmian-league-premier,,Aveley,Lewes,3,0,H
isthmian-league-premier,,Aveley,Potters Bar Town,2,0,H
isthmian-league-premier,,Aveley,Ramsgate,5,0,H
isthmian-league-premier,,Aveley,St Albans City,1,1,D
isthmian-league-premier,,Aveley,Welling United,2,1,H
isthmian-league-premier,,Aveley,Whitehawk,4,2,H
isthmian-league-premier,,Aveley,Wingate & Finchley,2,0,H
isthmian-league-premier,,Billericay Town,Aveley,3,2,H
isthmian-league-premier,,Billericay Town,Brentwood Town,1,0,H
isthmian-league-premier,,Billericay Town,Burgess Hill Town,4,0,H
isthmian-league-premier,,Billericay Town,Canvey Island,3,2,H
isthmian-league-premier,,Billericay Town,Carshalton Athletic,1,0,H
isthmian-league-premier,,Billericay Town,Chatham Town,2,1,H
isthmian-league-premier,,Billericay Town,Cheshunt,1,1,D
isthmian-league-premier,,Billericay Town,Chichester City,1,0,H
isthmian-league-premier,,Billericay Town,Cray Valley Paper Mills,1,1,D
isthmian-league-premier,,Billericay Town,Cray Wanderers,0,1,A
isthmian-league-premier,,Billericay Town,Dartford,3,1,H
isthmian-league-premier,,Billericay Town,Dulwich Hamlet,1,2,A
isthmian-league-premier,,Billericay Town,Folkestone Invicta,1,0,H
isthmian-league-premier,,Billericay Town,Hashtag United,1,2,A
isthmian-league-premier,,Billericay Town,Lewes,3,0,H
isthmian-league-premier,,Billericay Town,Potters Bar Town,3,1,H
isthmian-league-premier,,Billericay Town,Ramsgate,2,2,D
isthmian-league-premier,,Billericay Town,St Albans City,3,2,H
isthmian-league-premier,,Billericay Town,Welling United,6,1,H
isthmian-league-premier,,Billericay Town,Whitehawk,2,0,H
isthmian-league-premier,,Billericay Town,Wingate & Finchley,2,1,H
isthmian-league-premier,,Brentwood Town,Aveley,3,3,D
isthmian-league-premier,,Brentwood Town,Billericay Town,3,0,H
isthmian-league-premier,,Brentwood Town,Burgess Hill Town,2,1,H
isthmian-league-premier,,Brentwood Town,Canvey Island,1,0,H
isthmian-league-premier,,Brentwood Town,Carshalton Athletic,3,2,H
isthmian-league-premier,,Brentwood Town,Chatham Town,0,0,D
isthmian-league-premier,,Brentwood Town,Cheshunt,2,2,D
isthmian-league-premier,,Brentwood Town,Chichester City,2,2,D
isthmian-league-premier,,Brentwood Town,Cray Valley Paper Mills,3,1,H
isthmian-league-premier,,Brentwood Town,Cray Wanderers,1,4,A
isthmian-league-premier,,Brentwood Town,Dartford,1,1,D
isthmian-league-premier,,Brentwood Town,Dulwich Hamlet,0,2,A
isthmian-league-premier,,Brentwood Town,Folkestone Invicta,0,2,A
isthmian-league-premier,,Brentwood Town,Hashtag United,2,0,H
isthmian-league-premier,,Brentwood Town,Lewes,2,1,H
isthmian-league-premier,,Brentwood Town,Potters Bar Town,1,0,H
isthmian-league-premier,,Brentwood Town,Ramsgate,2,1,H
isthmian-league-premier,,Brentwood Town,St Albans City,3,2,H
isthmian-league-premier,,Brentwood Town,Welling United,2,0,H
isthmian-league-premier,,Brentwood Town,Whitehawk,4,0,H
isthmian-league-premier,,Brentwood Town,Wingate & Finchley,0,5,A
isthmian-league-premier,,Burgess Hill Town,Aveley,2,5,A
isthmian-league-premier,,Burgess Hill Town,Billericay Town,1,2,A
isthmian-league-premier,,Burgess Hill Town,Brentwood Town,3,2,H
isthmian-league-premier,,Burgess Hill Town,Canvey Island,0,2,A
isthmian-league-premier,,Burgess Hill Town,Carshalton Athletic,2,4,A
isthmian-league-premier,,Burgess Hill Town,Chatham Town,0,3,A
isthmian-league-premier,,Burgess Hill Town,Cheshunt,1,3,A
isthmian-league-premier,,Burgess Hill Town,Chichester City,1,2,A
isthmian-league-premier,,Burgess Hill Town,Cray Valley Paper Mills,1,0,H
isthmian-league-premier,,Burgess Hill Town,Cray Wanderers,4,2,H
isthmian-league-premier,,Burgess Hill Town,Dartford,2,1,H
isthmian-league-premier,,Burgess Hill Town,Dulwich Hamlet,1,1,D
isthmian-league-premier,,Burgess Hill Town,Folkestone Invicta,2,3,A
isthmian-league-premier,,Burgess Hill Town,Hashtag United,2,0,H
isthmian-league-premier,,Burgess Hill Town,Lewes,2,1,H
isthmian-league-premier,,Burgess Hill Town,Potters Bar Town,2,1,H
isthmian-league-premier,,Burgess Hill Town,Ramsgate,4,3,H
isthmian-league-premier,,Burgess Hill Town,St Albans City,0,1,A
isthmian-league-premier,,Burgess Hill Town,Welling United,2,1,H
isthmian-league-premier,,Burgess Hill Town,Whitehawk,2,2,D
isthmian-league-premier,,Burgess Hill Town,Wingate & Finchley,3,2,H
isthmian-league-premier,,Canvey Island,Aveley,1,2,A
isthmian-league-premier,,Canvey Island,Billericay Town,1,0,H
isthmian-league-premier,,Canvey Island,Brentwood Town,3,2,H
isthmian-league-premier,,Canvey Island,Burgess Hill Town,0,1,A
isthmian-league-premier,,Canvey Island,Carshalton Athletic,2,2,D
isthmian-league-premier,,Canvey Island,Chatham Town,0,1,A
isthmian-league-premier,,Canvey Island,Cheshunt,1,4,A
isthmian-league-premier,,Canvey Island,Chichester City,3,1,H
isthmian-league-premier,,Canvey Island,Cray Valley Paper Mills,2,2,D
isthmian-league-premier,,Canvey Island,Cray Wanderers,1,1,D
isthmian-league-premier,,Canvey Island,Dartford,0,4,A
isthmian-league-premier,,Canvey Island,Dulwich Hamlet,1,1,D
isthmian-league-premier,,Canvey Island,Folkestone Invicta,0,2,A
isthmian-league-premier,,Canvey Island,Hashtag United,1,3,A
isthmian-league-premier,,Canvey Island,Lewes,0,1,A
isthmian-league-premier,,Canvey Island,Potters Bar Town,3,1,H
isthmian-league-premier,,Canvey Island,Ramsgate,2,4,A
isthmian-league-premier,,Canvey Island,St Albans City,1,3,A
isthmian-league-premier,,Canvey Island,Welling United,1,3,A
isthmian-league-premier,,Canvey Island,Whitehawk,2,1,H
isthmian-league-premier,,Canvey Island,Wingate & Finchley,1,1,D
isthmian-league-premier,,Carshalton Athletic,Aveley,1,1,D
isthmian-league-premier,,Carshalton Athletic,Billericay Town,1,0,H
isthmian-league-premier,,Carshalton Athletic,Brentwood Town,2,4,A
isthmian-league-premier,,Carshalton Athletic,Burgess Hill Town,1,2,A
isthmian-league-premier,,Carshalton Athletic,Canvey Island,3,1,H
isthmian-league-premier,,Carshalton Athletic,Chatham Town,0,4,A
isthmian-league-premier,,Carshalton Athletic,Cheshunt,3,3,D
isthmian-league-premier,,Carshalton Athletic,Chichester City,0,3,A
isthmian-league-premier,,Carshalton Athletic,Cray Valley Paper Mills,0,1,A
isthmian-league-premier,,Carshalton Athletic,Cray Wanderers,2,2,D
isthmian-league-premier,,Carshalton Athletic,Dartford,2,2,D
isthmian-league-premier,,Carshalton Athletic,Dulwich Hamlet,1,1,D
isthmian-league-premier,,Carshalton Athletic,Folkestone Invicta,0,0,D
isthmian-league-premier,,Carshalton Athletic,Hashtag United,2,2,D
isthmian-league-premier,,Carshalton Athletic,Lewes,1,2,A
isthmian-league-premier,,Carshalton Athletic,Potters Bar Town,2,0,H
isthmian-league-premier,,Carshalton Athletic,Ramsgate,1,2,A
isthmian-league-premier,,Carshalton Athletic,St Albans City,1,0,H
isthmian-league-premier,,Carshalton Athletic,Welling United,2,1,H
isthmian-league-premier,,Carshalton Athletic,Whitehawk,2,2,D
isthmian-league-premier,,Carshalton Athletic,Wingate & Finchley,4,1,H
isthmian-league-premier,,Chatham Town,Aveley,0,1,A
isthmian-league-premier,,Chatham Town,Billericay Town,0,1,A
isthmian-league-premier,,Chatham Town,Brentwood Town,0,1,A
isthmian-league-premier,,Chatham Town,Burgess Hill Town,4,0,H
isthmian-league-premier,,Chatham Town,Canvey Island,3,0,H
isthmian-league-premier,,Chatham Town,Carshalton Athletic,2,1,H
isthmian-league-premier,,Chatham Town,Cheshunt,1,0,H
isthmian-league-premier,,Chatham Town,Chichester City,2,3,A
isthmian-league-premier,,Chatham Town,Cray Valley Paper Mills,3,1,H
isthmian-league-premier,,Chatham Town,Cray Wanderers,3,3,D
isthmian-league-premier,,Chatham Town,Dartford,1,2,A
isthmian-league-premier,,Chatham Town,Dulwich Hamlet,0,0,D
isthmian-league-premier,,Chatham Town,Folkestone Invicta,1,2,A
isthmian-league-premier,,Chatham Town,Hashtag United,3,0,H
isthmian-league-premier,,Chatham Town,Lewes,2,1,H
isthmian-league-premier,,Chatham Town,Potters Bar Town,3,0,H
isthmian-league-premier,,Chatham Town,Ramsgate,4,2,H
isthmian-league-premier,,Chatham Town,St Albans City,1,4,A
isthmian-league-premier,,Chatham Town,Welling United,3,1,H
isthmian-league-premier,,Chatham Town,Whitehawk,2,1,H
isthmian-league-premier,,Chatham Town,Wingate & Finchley,4,0,H
isthmian-league-premier,,Cheshunt,Aveley,2,0,H
isthmian-league-premier,,Cheshunt,Billericay Town,2,2,D
isthmian-league-premier,,Cheshunt,Brentwood Town,0,1,A
isthmian-league-premier,,Cheshunt,Burgess Hill Town,1,1,D
isthmian-league-premier,,Cheshunt,Canvey Island,2,0,H
isthmian-league-premier,,Cheshunt,Carshalton Athletic,0,1,A
isthmian-league-premier,,Cheshunt,Chatham Town,0,4,A
isthmian-league-premier,,Cheshunt,Chichester City,2,0,H
isthmian-league-premier,,Cheshunt,Cray Valley Paper Mills,1,1,D
isthmian-league-premier,,Cheshunt,Cray Wanderers,1,1,D
isthmian-league-premier,,Cheshunt,Dartford,0,1,A
isthmian-league-premier,,Cheshunt,Dulwich Hamlet,1,1,D
isthmian-league-premier,,Cheshunt,Folkestone Invicta,2,4,A
isthmian-league-premier,,Cheshunt,Hashtag United,3,1,H
isthmian-league-premier,,Cheshunt,Lewes,0,0,D
isthmian-league-premier,,Cheshunt,Potters Bar Town,4,1,H
isthmian-league-premier,,Cheshunt,Ramsgate,0,3,A
isthmian-league-premier,,Cheshunt,St Albans City,2,2,D
isthmian-league-premier,,Cheshunt,Welling United,4,2,H
isthmian-league-premier,,Cheshunt,Whitehawk,0,0,D
isthmian-league-premier,,Cheshunt,Wingate & Finchley,2,3,A
isthmian-league-premier,,Chichester City,Aveley,0,1,A
isthmian-league-premier,,Chichester City,Billericay Town,2,2,D
isthmian-league-premier,,Chichester City,Brentwood Town,2,5,A
