Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
national-league-north,,AFC Fylde,AFC Telford United,1,1,D
national-league-north,,AFC Fylde,Alfreton Town,3,0,H
national-league-north,,AFC Fylde,Blyth Spartans,4,1,H
national-league-north,,AFC Fylde,Boston United,1,0,H
national-league-north,,AFC Fylde,Brackley Town,3,3,D
national-league-north,,AFC Fylde,Bradford (Park Avenue),2,0,H
national-league-north,,AFC Fylde,Chester,3,1,H
national-league-north,,AFC Fylde,Chorley,1,2,A
national-league-north,,AFC Fylde,Curzon Ashton,0,1,A
national-league-north,,AFC Fylde,Darlington,1,2,A
national-league-north,,AFC Fylde,Farsley Celtic,3,1,H
national-league-north,,AFC Fylde,Gateshead,2,0,H
national-league-north,,AFC Fylde,Gloucester City,1,0,H
national-league-north,,AFC Fylde,Guiseley,2,1,H
national-league-north,,AFC Fylde,Hereford,2,1,H
national-league-north,,AFC Fylde,Kettering Town,0,0,D
national-league-north,,AFC Fylde,Kidderminster Harriers,2,1,H
national-league-north,,AFC Fylde,Leamington,1,0,H
national-league-north,,AFC Fylde,Southport,2,1,H
national-league-north,,AFC Fylde,Spennymoor Town,2,0,H
national-league-north,,AFC Fylde,York City,0,2,A
national-league-north,,AFC Telford United,AFC Fylde,1,2,A
national-league-north,,AFC Telford United,Alfreton Town,2,3,A
national-league-north,,AFC Telford United,Blyth Spartans,2,2,D
national-league-north,,AFC Telford United,Boston United,1,1,D
national-league-north,,AFC Telford United,Brackley Town,0,2,A
national-league-north,,AFC Telford United,Bradford (Park Avenue),3,0,H
national-league-north,,AFC Telford United,Chester,1,3,A
national-league-north,,AFC Telford United,Chorley,3,0,H
national-league-north,,AFC Telford United,Curzon Ashton,2,1,H
national-league-north,,AFC Telford United,Darlington,5,0,H
national-league-north,,AFC Telford United,Farsley Celtic,2,0,H
national-league-north,,AFC Telford United,Gateshead,1,1,D
national-league-north,,AFC Telford United,Gloucester City,2,1,H
national-league-north,,AFC Telford United,Guiseley,0,1,A
national-league-north,,AFC Telford United,Hereford,0,0,D
national-league-north,,AFC Telford United,Kettering Town,2,2,D
