Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
national-league-north,,AFC Telford United,Bedford Town,0,1,A
national-league-north,,AFC Telford United,Brackley Town,1,2,A
national-league-north,,AFC Telford United,Hednesford Town,1,1,D
national-league-north,,Bedford Town,Buxton,2,1,H
national-league-north,,Bedford Town,Darlington,2,3,A
national-league-north,,Bedford Town,Spennymoor Town,3,1,H
national-league-north,,Brackley Town,Hebburn Town,1,1,D
national-league-north,,Brackley Town,King's Lynn Town,0,2,A
national-league-north,,Buxton,Hebburn Town,1,2,A
national-league-north,,Buxton,Hereford,2,1,H
national-league-north,,Buxton,Merthyr Town,2,1,H
national-league-north,,Chester,King's Lynn Town,2,0,H
national-league-north,,Chester,Morecambe,0,1,A
national-league-north,,Chester,Spalding United,1,0,H
national-league-north,,Chorley,Brackley Town,2,2,D
national-league-north,,Chorley,Chester,1,2,A
national-league-north,,Chorley,Scarborough Athletic,2,1,H
national-league-north,,Darlington,Chester,0,1,A
national-league-north,,Darlington,Macclesfield,1,2,A
national-league-north,,Darlington,Worksop Town,1,2,A
national-league-north,,Harborough Town,Darlington,4,2,H
national-league-north,,Harborough Town,Marine,2,1,H
national-league-north,,Harborough Town,Morecambe,1,0,H
national-league-north,,Hebburn Town,King's Lynn Town,4,2,H
national-league-north,,Hebburn Town,Southport,3,1,H
national-league-north,,Hebburn Town,Worksop Town,1,0,H
national-league-north,,Hednesford Town,Harborough Town,2,1,H
national-league-north,,Hednesford Town,Scarborough Athletic,3,4,A
national-league-north,,Hednesford Town,Southport,2,2,D
national-league-north,,Hereford,Chester,1,1,D
national-league-north,,Hereford,Marine,1,0,H
national-league-north,,Hereford,Radcliffe,3,0,H
national-league-north,,King's Lynn Town,Harborough Town,1,1,D
national-league-north,,King's Lynn Town,Marine,1,4,A
national-league-north,,King's Lynn Town,Scarborough Athletic,3,1,H
national-league-north,,Macclesfield,Brackley Town,2,1,H
national-league-north,,Macclesfield,Hebburn Town,3,0,H
national-league-north,,Macclesfield,Radcliffe,2,1,H
national-league-north,,Marine,Chorley,0,2,A
national-league-north,,Marine,Macclesfield,0,1,A
national-league-north,,Marine,Radcliffe,2,0,H
national-league-north,,Merthyr Town,AFC Telford United,2,2,D
national-league-north,,Merthyr Town,Chorley,1,1,D
national-league-north,,Merthyr Town,Hednesford Town,2,0,H
national-league-north,,Morecambe,AFC Telford United,2,1,H
national-league-north,,Morecambe,South Shields,0,1,A
national-league-north,,Morecambe,Spennymoor Town,1,1,D
national-league-north,,Oxford City,Bedford Town,1,0,H
national-league-north,,Oxford City,Buxton,2,3,A
national-league-north,,Oxford City,Harborough Town,1,1,D
national-league-north,,Radcliffe,Darlington,0,1,A
national-league-north,,Radcliffe,Morecambe,2,1,H
national-league-north,,Radcliffe,Spalding United,0,2,A
national-league-north,,Scarborough Athletic,South Shields,0,1,A
national-league-north,,Scarborough Athletic,Southport,5,1,H
national-league-north,,Scarborough Athletic,Spennymoor Town,3,0,H
national-league-north,,South Shields,Chorley,2,1,H
national-league-north,,South Shields,Merthyr Town,1,1,D
national-league-north,,South Shields,Spalding United,1,1,D
national-league-north,,Southport,Bedford Town,4,1,H
national-league-north,,Southport,Buxton,1,1,D
national-league-north,,Southport,Hereford,0,1,A
national-league-north,,Spalding United,Macclesfield,0,0,D
national-league-north,,Spalding United,Oxford City,0,1,A
national-league-north,,Spalding United,Worksop Town,3,1,H
national-league-north,,Spennymoor Town,Hednesford Town,1,1,D
national-league-north,,Spennymoor Town,Merthyr Town,2,1,H
national-league-north,,Spennymoor Town,Oxford City,1,4,A
national-league-north,,Worksop Town,AFC Telford United,2,1,H
national-league-north,,Worksop Town,Hereford,0,3,A
national-league-north,,Worksop Town,Oxford City,0,1,A
