Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
national-league-north,,AFC Telford United,Alfreton Town,3,0,H
national-league-north,,AFC Telford United,Altrincham,2,2,D
national-league-north,,AFC Telford United,Blyth Spartans,4,2,H
national-league-north,,AFC Telford United,Boston United,1,3,A
national-league-north,,AFC Telford United,Brackley Town,0,1,A
national-league-north,,AFC Telford United,Chester,1,3,A
national-league-north,,AFC Telford United,Darlington,1,2,A
national-league-north,,AFC Telford United,Farsley Celtic,0,2,A
national-league-north,,AFC Telford United,Gateshead,0,0,D
national-league-north,,AFC Telford United,Gloucester City,4,3,H
national-league-north,,AFC Telford United,Guiseley,4,1,H
national-league-north,,AFC Telford United,Kettering Town,3,1,H
national-league-north,,AFC Telford United,Kidderminster Harriers,2,0,H
national-league-north,,AFC Telford United,King's Lynn Town,1,3,A
national-league-north,,AFC Telford United,Leamington,1,3,A
national-league-north,,AFC Telford United,Spennymoor Town,2,2,D
national-league-north,,AFC Telford United,York City,1,1,D
national-league-north,,Alfreton Town,AFC Telford United,1,1,D
national-league-north,,Alfreton Town,Blyth Spartans,3,0,H
national-league-north,,Alfreton Town,Boston United,1,1,D
national-league-north,,Alfreton Town,Brackley Town,2,4,A
national-league-north,,Alfreton Town,Bradford (Park Avenue),4,0,H
national-league-north,,Alfreton Town,Curzon Ashton,3,2,H
national-league-north,,Alfreton Town,Darlington,1,2,A
national-league-north,,Alfreton Town,Farsley Celtic,2,4,A
national-league-north,,Alfreton Town,Gloucester City,6,1,H
national-league-north,,Alfreton Town,Hereford,2,0,H
national-league-north,,Alfreton Town,Kettering Town,0,2,A
national-league-north,,Alfreton Town,King's Lynn Town,2,2,D
national-league-north,,Alfreton Town,Leamington,1,0,H
national-league-north,,Alfreton Town,Southport,2,0,H
national-league-north,,Alfreton Town,Spennymoor Town,0,2,A
national-league-north,,Alfreton Town,York City,1,3,A
national-league-north,,Altrincham,AFC Telford United,5,2,H
national-league-north,,Altrincham,Alfreton Town,3,2,H
national-league-north,,Altrincham,Blyth Spartans,3,1,H
national-league-north,,Altrincham,Bradford (Park Avenue),2,0,H
national-league-north,,Altrincham,Curzon Ashton,2,1,H
national-league-north,,Altrincham,Darlington,1,1,D
national-league-north,,Altrincham,Farsley Celtic,3,1,H
national-league-north,,Altrincham,Gateshead,3,0,H
national-league-north,,Altrincham,Guiseley,1,1,D
national-league-north,,Altrincham,Hereford,5,1,H
national-league-north,,Altrincham,Kettering Town,1,1,D
national-league-north,,Altrincham,Kidderminster Harriers,1,1,D
national-league-north,,Altrincham,Leamington,5,0,H
national-league-north,,Altrincham,Southport,3,0,H
national-league-north,,Altrincham,Spennymoor Town,4,1,H
national-league-north,,Altrincham,York City,1,3,A
national-league-north,,Blyth Spartans,AFC Telford United,3,1,H
national-league-north,,Blyth Spartans,Altrincham,0,3,A
national-league-north,,Blyth Spartans,Boston United,0,1,A
national-league-north,,Blyth Spartans,Brackley Town,0,6,A
national-league-north,,Blyth Spartans,Chester,2,2,D
national-league-north,,Blyth Spartans,Curzon Ashton,2,1,H
national-league-north,,Blyth Spartans,Darlington,0,2,A
national-league-north,,Blyth Spartans,Farsley Celtic,2,0,H
national-league-north,,Blyth Spartans,Gateshead,3,3,D
national-league-north,,Blyth Spartans,Gloucester City,1,2,A
national-league-north,,Blyth Spartans,Guiseley,1,4,A
national-league-north,,Blyth Spartans,Hereford,0,1,A
national-league-north,,Blyth Spartans,Kidderminster Harriers,1,1,D
national-league-north,,Blyth Spartans,King's Lynn Town,0,3,A
national-league-north,,Blyth Spartans,Southport,1,4,A
national-league-north,,Blyth Spartans,York City,0,3,A
national-league-north,,Boston United,AFC Telford United,1,0,H
national-league-north,,Boston United,Altrincham,5,0,H
national-league-north,,Boston United,Blyth Spartans,2,0,H
national-league-north,,Boston United,Brackley Town,1,0,H
national-league-north,,Boston United,Bradford (Park Avenue),2,1,H
national-league-north,,Boston United,Chester,1,1,D
national-league-north,,Boston United,Curzon Ashton,0,0,D
national-league-north,,Boston United,Gateshead,0,3,A
national-league-north,,Boston United,Guiseley,1,1,D
national-league-north,,Boston United,Kettering Town,2,1,H
national-league-north,,Boston United,Kidderminster Harriers,2,0,H
national-league-north,,Boston United,King's Lynn Town,0,3,A
national-league-north,,Boston United,Leamington,1,0,H
national-league-north,,Boston United,Southport,2,0,H
national-league-north,,Boston United,York City,3,1,H
national-league-north,,Brackley Town,AFC Telford United,1,1,D
national-league-north,,Brackley Town,Alfreton Town,1,0,H
national-league-north,,Brackley Town,Altrincham,1,0,H
national-league-north,,Brackley Town,Blyth Spartans,5,2,H
national-league-north,,Brackley Town,Boston United,0,0,D
national-league-north,,Brackley Town,Bradford (Park Avenue),8,0,H
national-league-north,,Brackley Town,Chester,1,1,D
national-league-north,,Brackley Town,Curzon Ashton,3,0,H
national-league-north,,Brackley Town,Darlington,5,1,H
national-league-north,,Brackley Town,Farsley Celtic,0,1,A
national-league-north,,Brackley Town,Gloucester City,3,0,H
national-league-north,,Brackley Town,Guiseley,0,0,D
national-league-north,,Brackley Town,Kettering Town,1,1,D
national-league-north,,Brackley Town,Kidderminster Harriers,2,0,H
national-league-north,,Brackley Town,King's Lynn Town,1,1,D
national-league-north,,Brackley Town,Southport,1,1,D
national-league-north,,Brackley Town,Spennymoor Town,0,0,D
national-league-north,,Bradford (Park Avenue),AFC Telford United,2,3,A
national-league-north,,Bradford (Park Avenue),Altrincham,2,0,H
national-league-north,,Bradford (Park Avenue),Blyth Spartans,0,0,D
national-league-north,,Bradford (Park Avenue),Boston United,1,2,A
national-league-north,,Bradford (Park Avenue),Brackley Town,1,2,A
national-league-north,,Bradford (Park Avenue),Chester,2,1,H
national-league-north,,Bradford (Park Avenue),Curzon Ashton,0,2,A
national-league-north,,Bradford (Park Avenue),Farsley Celtic,0,3,A
national-league-north,,Bradford (Park Avenue),Gloucester City,1,2,A
national-league-north,,Bradford (Park Avenue),Guiseley,0,5,A
national-league-north,,Bradford (Park Avenue),Hereford,3,2,H
national-league-north,,Bradford (Park Avenue),Kidderminster Harriers,0,3,A
national-league-north,,Bradford (Park Avenue),King's Lynn Town,2,3,A
national-league-north,,Bradford (Park Avenue),Leamington,0,3,A
national-league-north,,Bradford (Park Avenue),Southport,0,3,A
national-league-north,,Bradford (Park Avenue),Spennymoor Town,1,1,D
national-league-north,,Bradford (Park Avenue),York City,0,2,A
national-league-north,,Chester,AFC Telford United,0,0,D
national-league-north,,Chester,Alfreton Town,3,0,H
national-league-north,,Chester,Altrincham,1,1,D
national-league-north,,Chester,Blyth Spartans,2,1,H
national-league-north,,Chester,Brackley Town,2,3,A
national-league-north,,Chester,Bradford (Park Avenue),2,1,H
national-league-north,,Chester,Curzon Ashton,0,1,A
national-league-north,,Chester,Darlington,3,0,H
national-league-north,,Chester,Farsley Celtic,2,1,H
national-league-north,,Chester,Gloucester City,4,0,H
national-league-north,,Chester,Guiseley,3,1,H
national-league-north,,Chester,Hereford,4,1,H
national-league-north,,Chester,King's Lynn Town,3,2,H
national-league-north,,Chester,Leamington,3,3,D
national-league-north,,Chester,Southport,4,0,H
national-league-north,,Chester,York City,0,1,A
national-league-north,,Curzon Ashton,AFC Telford United,2,1,H
national-league-north,,Curzon Ashton,Alfreton Town,0,2,A
national-league-north,,Curzon Ashton,Altrincham,0,1,A
national-league-north,,Curzon Ashton,Blyth Spartans,0,1,A
national-league-north,,Curzon Ashton,Boston United,1,1,D
national-league-north,,Curzon Ashton,Brackley Town,0,4,A
national-league-north,,Curzon Ashton,Bradford (Park Avenue),5,0,H
national-league-north,,Curzon Ashton,Chester,1,3,A
national-league-north,,Curzon Ashton,Darlington,3,1,H
national-league-north,,Curzon Ashton,Farsley Celtic,4,0,H
national-league-north,,Curzon Ashton,Gateshead,0,1,A
national-league-north,,Curzon Ashton,Hereford,2,0,H
national-league-north,,Curzon Ashton,Kettering Town,0,0,D
national-league-north,,Curzon Ashton,Kidderminster Harriers,0,1,A
national-league-north,,Curzon Ashton,Spennymoor Town,1,1,D
national-league-north,,Curzon Ashton,York City,1,0,H
national-league-north,,Darlington,AFC Telford United,2,3,A
national-league-north,,Darlington,Alfreton Town,3,0,H
national-league-north,,Darlington,Blyth Spartans,2,1,H
national-league-north,,Darlington,Boston United,2,1,H
national-league-north,,Darlington,Brackley Town,1,1,D
national-league-north,,Darlington,Bradford (Park Avenue),0,1,A
national-league-north,,Darlington,Chester,2,0,H
national-league-north,,Darlington,Farsley Celtic,2,4,A
national-league-north,,Darlington,Gateshead,1,1,D
national-league-north,,Darlington,Gloucester City,2,1,H
national-league-north,,Darlington,Guiseley,0,3,A
national-league-north,,Darlington,Hereford,0,0,D
national-league-north,,Darlington,Kettering Town,3,0,H
national-league-north,,Darlington,Kidderminster Harriers,1,0,H
national-league-north,,Darlington,Southport,2,0,H
national-league-north,,Darlington,Spennymoor Town,2,1,H
national-league-north,,Darlington,York City,0,2,A
national-league-north,,Farsley Celtic,AFC Telford United,1,1,D
national-league-north,,Farsley Celtic,Alfreton Town,1,1,D
national-league-north,,Farsley Celtic,Blyth Spartans,2,0,H
national-league-north,,Farsley Celtic,Boston United,2,4,A
national-league-north,,Farsley Celtic,Brackley Town,1,1,D
national-league-north,,Farsley Celtic,Bradford (Park Avenue),5,0,H
national-league-north,,Farsley Celtic,Curzon Ashton,2,1,H
national-league-north,,Farsley Celtic,Darlington,3,1,H
national-league-north,,Farsley Celtic,Gloucester City,1,1,D
national-league-north,,Farsley Celtic,Guiseley,0,1,A
